hgnc	Prediction
SULF1	Extracellular
SULF2	Extracellular
SULT1A2	Cytoplasm
SULT1A3	Cytoplasm
SULT1A4	Cytoplasm
SULT1B1	Cytoplasm
SULT1C2	Cytoplasm
SULT1C3	Cytoplasm
SULT1C4	Cytoplasm
SULT1E1	Cytoplasm
SULT2A1	Cytoplasm
SULT2B1	Cytoplasm
SULT4A1	Cytoplasm
SULT6B1	Cytoplasm
SUMO1	Nucleus
SUMO2	Nucleus
SUMO3	Nucleus
SUN2	Endoplasmic_reticulum
SUN5	Nucleus
SUOX	Mitochondrion
SUPT16H	Nucleus
SUPT20H	Nucleus
SUPT4H1	Nucleus
SUPT5H	Nucleus
SUPT6H	Nucleus
SUPT7L	Nucleus
SUPV3L1	Mitochondrion
SURF1	Mitochondrion
SURF4	Endoplasmic_reticulum
SURF6	Nucleus
SUSD2	Cell_membrane
SUSD5	Cell_membrane
SUSD6	Cell_membrane
SUV39H1	Nucleus
SUV39H2	Nucleus
SUZ12	Nucleus
SV2A	Lysosome/Vacuole
SV2B	Lysosome/Vacuole
SV2C	Lysosome/Vacuole
SVBP	Nucleus
SVIL	Cytoplasm
SVIP	Cell_membrane
SVOP	Lysosome/Vacuole
SVOPL	Cell_membrane
SWAP70	Cytoplasm
SWI5	Nucleus
SWSAP1	Cytoplasm
SWT1	Nucleus
SYAP1	Cytoplasm
SYCE1L	Cytoplasm
SYCE2	Cytoplasm
SYCE3	Cytoplasm
SYCN	Extracellular
SYCP1	Nucleus
SYCP2	Cytoplasm
SYCP3	Nucleus
SYDE1	Cytoplasm
SYDE2	Cytoplasm
SYF2	Nucleus
SYK	Cytoplasm
SYN1	Cytoplasm
SYN3	Cytoplasm
SYNC	Cytoplasm
SYNCRIP	Nucleus
SYNDIG1	Endoplasmic_reticulum
SYNDIG1L	Endoplasmic_reticulum
SYNE4	Nucleus
SYNGAP1	Cytoplasm
SYNGR1	Cell_membrane
SYNGR2	Cell_membrane
SYNGR3	Cell_membrane
SYNGR4	Cell_membrane
SYNJ2	Cytoplasm
SYNJ2BP	Mitochondrion
SYNPO	Cytoplasm
SYNPO2	Nucleus
SYNPO2L	Cytoplasm
SYNPR	Cell_membrane
SYNRG	Cytoplasm
SYP	Cell_membrane
SYPL1	Cell_membrane
SYPL2	Cell_membrane
SYT1	Cell_membrane
SYT10	Cell_membrane
SYT11	Cell_membrane
SYT12	Endoplasmic_reticulum
SYT13	Cell_membrane
SYT17	Nucleus
SYT2	Cell_membrane
SYT3	Cell_membrane
SYT8	Cell_membrane
SYT9	Cell_membrane
SYTL1	Cell_membrane
SYTL3	Nucleus
SYTL4	Nucleus
SYTL5	Cytoplasm
SYVN1	Endoplasmic_reticulum
SZRD1	Nucleus
T	Nucleus
TAAR1	Cell_membrane
TAAR5	Cell_membrane
TAAR6	Cell_membrane
TAAR8	Cell_membrane
TAAR9	Cell_membrane
TAB1	Cytoplasm
TAC1	Extracellular
TAC3	Extracellular
TAC4	Extracellular
TACC1	Cytoplasm
TACC2	Cytoplasm
TACC3	Cytoplasm
TACO1	Mitochondrion
TACR1	Cell_membrane
TACR2	Cell_membrane
TACR3	Cell_membrane
TACSTD2	Cell_membrane
TADA1	Cytoplasm
TADA2A	Nucleus
TADA2B	Nucleus
TAF1	Nucleus
TAF10	Nucleus
TAF11	Nucleus
TAF12	Nucleus
TAF13	Nucleus
TAF15	Nucleus
TAF1C	Nucleus
TAF1D	Nucleus
TAF1L	Nucleus
TAF2	Cytoplasm
TAF3	Nucleus
TAF4	Nucleus
TAF4B	Nucleus
TAF5	Nucleus
TAF5L	Nucleus
TAF6L	Cytoplasm
TAF7	Nucleus
TAF7L	Nucleus
TAF9	Nucleus
TAF9B	Nucleus
TAGLN	Cytoplasm
TAGLN2	Cytoplasm
TAGLN3	Nucleus
TAL1	Nucleus
TAL2	Mitochondrion
TALDO1	Cytoplasm
TANC1	Cytoplasm
TANC2	Cytoplasm
TANGO6	Cytoplasm
TANK	Cytoplasm
TAOK3	Cytoplasm
TAP2	Endoplasmic_reticulum
TAPT1	Cell_membrane
TARBP1	Cytoplasm
TARBP2	Nucleus
TARDBP	Nucleus
TARS	Cytoplasm
TARS2	Mitochondrion
TARSL2	Cytoplasm
TAS1R2	Cell_membrane
TAS1R3	Cell_membrane
TAS2R1	Cell_membrane
TAS2R10	Cell_membrane
TAS2R13	Endoplasmic_reticulum
TAS2R14	Cell_membrane
TAS2R16	Cell_membrane
TAS2R19	Cell_membrane
TAS2R20	Cell_membrane
TAS2R3	Endoplasmic_reticulum
TAS2R30	Cell_membrane
TAS2R31	Cell_membrane
TAS2R38	Golgi_apparatus
TAS2R39	Cell_membrane
TAS2R4	Golgi_apparatus
TAS2R40	Endoplasmic_reticulum
TAS2R41	Endoplasmic_reticulum
TAS2R43	Cell_membrane
TAS2R46	Cell_membrane
TAS2R5	Endoplasmic_reticulum
TAS2R50	Endoplasmic_reticulum
TAS2R60	Cell_membrane
TAS2R7	Cell_membrane
TAS2R8	Golgi_apparatus
TAS2R9	Cell_membrane
TAT	Cytoplasm
TATDN1	Cytoplasm
TATDN2	Nucleus
TATDN3	Cytoplasm
TAX1BP1	Cytoplasm
TAX1BP3	Cytoplasm
TAZ	Mitochondrion
TBATA	Nucleus
TBC1D1	Cytoplasm
TBC1D10A	Cytoplasm
TBC1D10B	Cytoplasm
TBC1D12	Cytoplasm
TBC1D14	Cytoplasm
TBC1D15	Cytoplasm
TBC1D16	Cytoplasm
TBC1D19	Endoplasmic_reticulum
TBC1D2	Cytoplasm
TBC1D21	Cytoplasm
TBC1D22B	Cytoplasm
TBC1D23	Cytoplasm
TBC1D24	Cytoplasm
TBC1D26	Nucleus
TBC1D28	Nucleus
TBC1D29	Cytoplasm
TBC1D2B	Cytoplasm
TBC1D31	Cytoplasm
TBC1D32	Cytoplasm
TBC1D3B	Cell_membrane
TBC1D3C	Cell_membrane
TBC1D3D	Cell_membrane
TBC1D3E	Cell_membrane
TBC1D3G	Cell_membrane
TBC1D3H	Cell_membrane
TBC1D3I	Cell_membrane
TBC1D3K	Cell_membrane
TBC1D3L	Cell_membrane
TBC1D4	Cytoplasm
TBC1D5	Cytoplasm
TBC1D7	Cytoplasm
TBC1D8	Cytoplasm
TBC1D8B	Cytoplasm
TBC1D9	Cytoplasm
TBC1D9B	Cytoplasm
TBCB	Cytoplasm
TBCC	Cytoplasm
TBCE	Cytoplasm
TBCEL	Cytoplasm
TBCK	Cytoplasm
TBK1	Cytoplasm
TBKBP1	Cytoplasm
TBL1XR1	Nucleus
TBL1Y	Cytoplasm
TBL2	Endoplasmic_reticulum
TBL3	Cytoplasm
TBP	Nucleus
TBPL1	Cytoplasm
TBPL2	Nucleus
TBR1	Nucleus
TBRG4	Mitochondrion
TBX10	Nucleus
TBX15	Nucleus
TBX18	Nucleus
TBX19	Nucleus
TBX2	Nucleus
TBX20	Nucleus
TBX21	Nucleus
TBX22	Nucleus
TBX3	Nucleus
TBX4	Nucleus
TBX5	Nucleus
TBX6	Nucleus
TBXA2R	Cell_membrane
TC2N	Cytoplasm
TCAF1	Peroxisome
TCAP	Cytoplasm
TCEA1	Cytoplasm
TCEA2	Nucleus
TCEA3	Nucleus
TCEAL2	Nucleus
TCEAL3	Nucleus
TCEAL4	Nucleus
TCEAL5	Nucleus
TCEAL7	Nucleus
TCEAL8	Nucleus
TCEAL9	Nucleus
TCEANC	Nucleus
TCEANC2	Cytoplasm
TCERG1	Nucleus
TCERG1L	Nucleus
TCF12	Nucleus
TCF15	Nucleus
TCF19	Nucleus
TCF20	Nucleus
TCF21	Nucleus
TCF23	Nucleus
TCF24	Nucleus
TCF25	Nucleus
TCF3	Nucleus
TCF4	Nucleus
TCF7L1	Nucleus
TCF7L2	Nucleus
TCFL5	Nucleus
TCHH	Nucleus
TCHHL1	Cytoplasm
TCHP	Golgi_apparatus
TCL1A	Cytoplasm
TCL1B	Mitochondrion
TCN1	Extracellular
TCN2	Extracellular
TCP1	Cytoplasm
TCP10L	Cytoplasm
TCP10L2	Cytoplasm
TCP11	Cytoplasm
TCP11L1	Cytoplasm
TCP11L2	Cytoplasm
TCP11X2	Cytoplasm
TCTA	Endoplasmic_reticulum
TCTE1	Cytoplasm
TCTE3	Nucleus
TCTEX1D1	Nucleus
TCTEX1D2	Cytoplasm
TCTEX1D4	Cytoplasm
TCTN2	Cell_membrane
TDG	Nucleus
TDGF1	Cell_membrane
TDO2	Cytoplasm
TDRD10	Cytoplasm
TDRD12	Cytoplasm
TDRD15	Cytoplasm
TDRD5	Cytoplasm
TDRD6	Cytoplasm
TDRD7	Cytoplasm
TDRD9	Cytoplasm
TDRKH	Mitochondrion
TEAD1	Nucleus
TEAD2	Nucleus
TEAD3	Nucleus
TEC	Nucleus
TECPR2	Nucleus
TECR	Endoplasmic_reticulum
TECRL	Endoplasmic_reticulum
TECTA	Cell_membrane
TECTB	Cell_membrane
TEDDM1	Endoplasmic_reticulum
TEF	Nucleus
TEFM	Mitochondrion
TEK	Cell_membrane
TEKT1	Cytoplasm
TEKT2	Cytoplasm
TEKT4	Cytoplasm
TEKT5	Cytoplasm
TELO2	Cytoplasm
TEN1	Mitochondrion
TENM1	Cell_membrane
TENM2	Cell_membrane
TENM3	Cell_membrane
TENM4	Cell_membrane
TEP1	Cytoplasm
TEPP	Extracellular
TEPSIN	Nucleus
TERB2	Nucleus
TERF1	Nucleus
TERF2	Nucleus
TERF2IP	Nucleus
TERT	Nucleus
TES	Nucleus
TESC	Cell_membrane
TESK1	Cytoplasm
TESK2	Cytoplasm
TESMIN	Cytoplasm
TESPA1	Nucleus
TET1	Nucleus
TET2	Nucleus
TEX10	Nucleus
TEX101	Cell_membrane
TEX11	Cytoplasm
TEX12	Nucleus
TEX13A	Nucleus
TEX13B	Cytoplasm
TEX13C	Nucleus
TEX14	Cytoplasm
TEX15	Nucleus
TEX19	Nucleus
TEX2	Endoplasmic_reticulum
TEX22	Nucleus
TEX26	Nucleus
TEX261	Endoplasmic_reticulum
TEX264	Endoplasmic_reticulum
TEX28	Endoplasmic_reticulum
TEX29	Cell_membrane
TEX30	Cytoplasm
TEX33	Cytoplasm
TEX35	Nucleus
TEX36	Nucleus
TEX37	Nucleus
TEX38	Cell_membrane
TEX43	Nucleus
TEX44	Cytoplasm
TEX45	Nucleus
TEX47	Cytoplasm
TEX48	Extracellular
TEX51	Extracellular
TEX9	Cytoplasm
TF	Extracellular
TFAM	Mitochondrion
TFAP2A	Nucleus
TFAP2B	Nucleus
TFAP2C	Nucleus
TFAP2D	Nucleus
TFAP2E	Nucleus
TFAP4	Nucleus
TFB1M	Mitochondrion
TFB2M	Mitochondrion
TFCP2	Cytoplasm
TFCP2L1	Nucleus
TFDP1	Nucleus
TFDP2	Nucleus
TFDP3	Nucleus
TFEB	Nucleus
TFEC	Nucleus
TFF1	Extracellular
TFF2	Extracellular
TFG	Nucleus
TFPI2	Extracellular
TFPT	Nucleus
TFRC	Cell_membrane
TG	Extracellular
TGDS	Cytoplasm
TGFA	Cell_membrane
TGFB1I1	Nucleus
TGFB2	Extracellular
TGFB3	Extracellular
TGFBI	Extracellular
TGFBR2	Cell_membrane
TGFBR3	Cell_membrane
TGFBR3L	Cell_membrane
TGFBRAP1	Cytoplasm
TGIF1	Nucleus
TGIF2LX	Nucleus
TGIF2LY	Nucleus
TGM1	Cytoplasm
TGM2	Cytoplasm
TGM4	Cytoplasm
TGM5	Cytoplasm
TGM6	Cytoplasm
TGM7	Cytoplasm
TGS1	Nucleus
TH	Cytoplasm
THADA	Cytoplasm
THAP10	Nucleus
THAP11	Nucleus
THAP12	Nucleus
THAP2	Nucleus
THAP4	Nucleus
THAP5	Nucleus
THAP6	Mitochondrion
THAP7	Nucleus
THAP8	Nucleus
THAP9	Mitochondrion
THBD	Cell_membrane
THBS1	Extracellular
THBS2	Extracellular
THBS3	Extracellular
THBS4	Extracellular
THEG	Nucleus
THEGL	Nucleus
THEM4	Mitochondrion
THEM5	Mitochondrion
THEM6	Endoplasmic_reticulum
THG1L	Cytoplasm
THNSL1	Mitochondrion
THOC2	Nucleus
THOC3	Cytoplasm
THOC5	Nucleus
THOC6	Cytoplasm
THOC7	Nucleus
THOP1	Cytoplasm
THPO	Extracellular
THRA	Nucleus
THRAP3	Nucleus
THRB	Nucleus
THRSP	Nucleus
THSD7A	Cell_membrane
THUMPD1	Nucleus
THUMPD2	Cytoplasm
THUMPD3	Nucleus
THY1	Endoplasmic_reticulum
THYN1	Nucleus
TIA1	Cytoplasm
TIAF1	Nucleus
TIAL1	Cytoplasm
TIAM1	Cytoplasm
TIAM2	Cytoplasm
TICAM1	Nucleus
TICRR	Nucleus
TIFA	Nucleus
TIFAB	Mitochondrion
TIGAR	Cytoplasm
TIGD1	Nucleus
TIGD2	Nucleus
TIGD3	Nucleus
TIGD4	Nucleus
TIGD5	Nucleus
TIGD6	Nucleus
TIGD7	Nucleus
TIGIT	Cell_membrane
TIMD4	Cell_membrane
TIMELESS	Nucleus
TIMM10	Mitochondrion
TIMM10B	Mitochondrion
TIMM13	Mitochondrion
TIMM17A	Mitochondrion
TIMM17B	Mitochondrion
TIMM21	Mitochondrion
TIMM22	Mitochondrion
TIMM23	Mitochondrion
TIMM29	Mitochondrion
TIMM44	Mitochondrion
TIMM8A	Mitochondrion
TIMM8B	Mitochondrion
TIMM9	Mitochondrion
TIMMDC1	Mitochondrion
TIMP1	Extracellular
TIMP2	Extracellular
TIMP3	Extracellular
TIMP4	Extracellular
TINAG	Extracellular
TIPARP	Cytoplasm
TIPIN	Nucleus
TIPRL	Cytoplasm
TIRAP	Nucleus
TJP1	Cytoplasm
TKFC	Peroxisome
TKT	Peroxisome
TKTL1	Cytoplasm
TKTL2	Peroxisome
TLCD1	Endoplasmic_reticulum
TLCD2	Endoplasmic_reticulum
TLDC1	Cytoplasm
TLDC2	Mitochondrion
TLE1	Nucleus
TLE3	Nucleus
TLE4	Nucleus
TLK1	Cytoplasm
TLK2	Cytoplasm
TLL1	Extracellular
TLL2	Extracellular
TLN1	Cytoplasm
TLN2	Cytoplasm
TLNRD1	Cytoplasm
TLR1	Cell_membrane
TLR10	Cell_membrane
TLR2	Cell_membrane
TLR4	Cell_membrane
TLR7	Cell_membrane
TLR8	Cell_membrane
TLX1	Nucleus
TLX2	Nucleus
TLX3	Nucleus
TM2D1	Cell_membrane
TM2D2	Cell_membrane
TM2D3	Cell_membrane
TM4SF1	Cell_membrane
TM4SF18	Cell_membrane
TM4SF19	Cell_membrane
TM4SF20	Cell_membrane
TM4SF4	Cell_membrane
TM4SF5	Cell_membrane
TM6SF1	Lysosome/Vacuole
TM6SF2	Endoplasmic_reticulum
TM7SF2	Endoplasmic_reticulum
TM7SF3	Cell_membrane
TM9SF1	Lysosome/Vacuole
TM9SF2	Lysosome/Vacuole
TM9SF3	Endoplasmic_reticulum
TM9SF4	Endoplasmic_reticulum
TMA16	Nucleus
TMA7	Nucleus
TMBIM1	Cell_membrane
TMBIM4	Golgi_apparatus
TMBIM6	Endoplasmic_reticulum
TMC1	Cell_membrane
TMC3	Cell_membrane
TMC4	Cell_membrane
TMC7	Cell_membrane
TMC8	Cell_membrane
TMCC1	Endoplasmic_reticulum
TMCC3	Endoplasmic_reticulum
TMCO1	Endoplasmic_reticulum
TMCO2	Endoplasmic_reticulum
TMCO6	Nucleus
TMED1	Endoplasmic_reticulum
TMED10	Endoplasmic_reticulum
TMED2	Endoplasmic_reticulum
TMED4	Endoplasmic_reticulum
TMED5	Endoplasmic_reticulum
TMED6	Endoplasmic_reticulum
TMED8	Cytoplasm
TMED9	Endoplasmic_reticulum
TMEFF1	Cell_membrane
TMEFF2	Cell_membrane
TMEM100	Cell_membrane
TMEM101	Endoplasmic_reticulum
TMEM102	Cell_membrane
TMEM104	Cell_membrane
TMEM105	Mitochondrion
TMEM106A	Cell_membrane
TMEM106B	Endoplasmic_reticulum
TMEM106C	Endoplasmic_reticulum
TMEM109	Endoplasmic_reticulum
TMEM11	Mitochondrion
TMEM110	Cell_membrane
TMEM114	Cell_membrane
TMEM115	Golgi_apparatus
TMEM116	Cell_membrane
TMEM117	Cell_membrane
TMEM119	Cell_membrane
TMEM120A	Endoplasmic_reticulum
TMEM120B	Endoplasmic_reticulum
TMEM121	Cell_membrane
TMEM121B	Cell_membrane
TMEM123	Cell_membrane
TMEM125	Cell_membrane
TMEM126A	Mitochondrion
TMEM126B	Mitochondrion
TMEM127	Cell_membrane
TMEM130	Cell_membrane
TMEM131	Cell_membrane
TMEM131L	Cell_membrane
TMEM132C	Cell_membrane
TMEM132D	Cell_membrane
TMEM132E	Cell_membrane
TMEM133	Endoplasmic_reticulum
TMEM135	Peroxisome
TMEM136	Endoplasmic_reticulum
TMEM139	Golgi_apparatus
TMEM140	Cell_membrane
TMEM141	Mitochondrion
TMEM143	Mitochondrion
TMEM145	Cell_membrane
TMEM147	Endoplasmic_reticulum
TMEM14A	Golgi_apparatus
TMEM14C	Mitochondrion
TMEM150A	Cell_membrane
TMEM150B	Cell_membrane
TMEM151A	Cell_membrane
TMEM151B	Cell_membrane
TMEM154	Cell_membrane
TMEM155	Mitochondrion
TMEM156	Cell_membrane
TMEM158	Cell_membrane
TMEM159	Cell_membrane
TMEM160	Cell_membrane
TMEM161A	Endoplasmic_reticulum
TMEM161B	Endoplasmic_reticulum
TMEM164	Endoplasmic_reticulum
TMEM165	Cell_membrane
TMEM167A	Golgi_apparatus
TMEM167B	Golgi_apparatus
TMEM168	Endoplasmic_reticulum
TMEM169	Endoplasmic_reticulum
TMEM17	Endoplasmic_reticulum
TMEM170A	Endoplasmic_reticulum
TMEM170B	Endoplasmic_reticulum
TMEM171	Cell_membrane
TMEM173	Endoplasmic_reticulum
TMEM174	Cell_membrane
TMEM175	Cell_membrane
TMEM176A	Cell_membrane
TMEM176B	Cell_membrane
TMEM177	Mitochondrion
TMEM178B	Cell_membrane
TMEM179	Cell_membrane
TMEM179B	Cell_membrane
TMEM18	Endoplasmic_reticulum
TMEM181	Endoplasmic_reticulum
TMEM183A	Nucleus
TMEM184A	Cell_membrane
TMEM184B	Cell_membrane
TMEM185B	Endoplasmic_reticulum
TMEM186	Mitochondrion
TMEM187	Endoplasmic_reticulum
TMEM189	Endoplasmic_reticulum
TMEM19	Cell_membrane
TMEM190	Cell_membrane
TMEM192	Cell_membrane
TMEM198	Cell_membrane
TMEM199	Endoplasmic_reticulum
TMEM2	Cell_membrane
TMEM200A	Golgi_apparatus
TMEM200B	Cell_membrane
TMEM200C	Cell_membrane
TMEM201	Cell_membrane
TMEM202	Endoplasmic_reticulum
TMEM203	Endoplasmic_reticulum
TMEM204	Cell_membrane
TMEM205	Endoplasmic_reticulum
TMEM206	Endoplasmic_reticulum
TMEM207	Cell_membrane
TMEM209	Endoplasmic_reticulum
TMEM210	Cell_membrane
TMEM211	Cell_membrane
TMEM212	Golgi_apparatus
TMEM214	Endoplasmic_reticulum
TMEM215	Cell_membrane
TMEM216	Endoplasmic_reticulum
TMEM217	Endoplasmic_reticulum
TMEM218	Endoplasmic_reticulum
TMEM219	Cell_membrane
TMEM220	Cell_membrane
TMEM221	Cell_membrane
TMEM223	Mitochondrion
TMEM225B	Cell_membrane
TMEM229A	Endoplasmic_reticulum
TMEM229B	Endoplasmic_reticulum
TMEM230	Lysosome/Vacuole
TMEM231	Endoplasmic_reticulum
TMEM232	Cytoplasm
TMEM233	Cell_membrane
TMEM235	Cell_membrane
TMEM236	Endoplasmic_reticulum
TMEM238	Cell_membrane
TMEM239	Endoplasmic_reticulum
TMEM240	Endoplasmic_reticulum
TMEM242	Mitochondrion
TMEM243	Endoplasmic_reticulum
TMEM244	Endoplasmic_reticulum
TMEM246	Endoplasmic_reticulum
TMEM247	Endoplasmic_reticulum
TMEM249	Endoplasmic_reticulum
TMEM250	Endoplasmic_reticulum
TMEM252	Cell_membrane
TMEM253	Cell_membrane
TMEM254	Endoplasmic_reticulum
TMEM255A	Cell_membrane
TMEM255B	Cell_membrane
TMEM256	Endoplasmic_reticulum
TMEM257	Endoplasmic_reticulum
TMEM258	Golgi_apparatus
TMEM259	Endoplasmic_reticulum
TMEM26	Endoplasmic_reticulum
TMEM260	Endoplasmic_reticulum
TMEM262	Endoplasmic_reticulum
TMEM263	Mitochondrion
TMEM265	Cell_membrane
TMEM266	Cell_membrane
TMEM267	Endoplasmic_reticulum
TMEM268	Cell_membrane
TMEM269	Cell_membrane
TMEM27	Cell_membrane
TMEM30B	Cell_membrane
TMEM31	Endoplasmic_reticulum
TMEM33	Endoplasmic_reticulum
TMEM35A	Endoplasmic_reticulum
TMEM35B	Endoplasmic_reticulum
TMEM37	Golgi_apparatus
TMEM38A	Endoplasmic_reticulum
TMEM38B	Endoplasmic_reticulum
TMEM39A	Endoplasmic_reticulum
TMEM39B	Endoplasmic_reticulum
TMEM40	Endoplasmic_reticulum
TMEM41A	Endoplasmic_reticulum
TMEM41B	Endoplasmic_reticulum
TMEM42	Cell_membrane
TMEM43	Endoplasmic_reticulum
TMEM44	Cell_membrane
TMEM45A	Endoplasmic_reticulum
TMEM45B	Endoplasmic_reticulum
TMEM47	Cell_membrane
TMEM5	Golgi_apparatus
TMEM50A	Lysosome/Vacuole
TMEM50B	Cell_membrane
TMEM51	Cell_membrane
TMEM52	Cell_membrane
TMEM52B	Cell_membrane
TMEM53	Endoplasmic_reticulum
TMEM54	Cell_membrane
TMEM55A	Cell_membrane
TMEM56	Endoplasmic_reticulum
TMEM59	Cell_membrane
TMEM59L	Cell_membrane
TMEM60	Endoplasmic_reticulum
TMEM61	Cell_membrane
TMEM62	Endoplasmic_reticulum
TMEM63A	Cell_membrane
TMEM63B	Cell_membrane
TMEM63C	Cell_membrane
TMEM65	Cell_membrane
TMEM67	Cell_membrane
TMEM68	Endoplasmic_reticulum
TMEM69	Mitochondrion
TMEM74	Cell_membrane
TMEM74B	Cell_membrane
TMEM78	Endoplasmic_reticulum
TMEM79	Cell_membrane
TMEM81	Endoplasmic_reticulum
TMEM82	Cell_membrane
TMEM86A	Endoplasmic_reticulum
TMEM86B	Endoplasmic_reticulum
TMEM87B	Lysosome/Vacuole
TMEM88	Cell_membrane
TMEM88B	Cell_membrane
TMEM89	Extracellular
TMEM8A	Cell_membrane
TMEM8B	Cell_membrane
TMEM9	Cell_membrane
TMEM92	Cell_membrane
TMEM94	Cell_membrane
TMEM97	Endoplasmic_reticulum
TMEM98	Endoplasmic_reticulum
TMEM99	Cell_membrane
TMF1	Golgi_apparatus
TMIE	Cell_membrane
TMIGD2	Cell_membrane
TMIGD3	Cell_membrane
TMLHE	Mitochondrion
TMOD1	Cytoplasm
TMOD2	Nucleus
TMOD3	Nucleus
TMOD4	Cytoplasm
TMPO	Nucleus
TMPRSS11B	Golgi_apparatus
TMPRSS11D	Golgi_apparatus
TMPRSS11E	Golgi_apparatus
TMPRSS11F	Endoplasmic_reticulum
TMPRSS12	Cell_membrane
TMPRSS15	Golgi_apparatus
TMPRSS2	Cell_membrane
TMPRSS5	Cell_membrane
TMPRSS6	Cell_membrane
TMPRSS9	Cell_membrane
TMSB10	Nucleus
TMSB15A	Nucleus
TMSB15B	Nucleus
TMSB4X	Nucleus
TMSB4Y	Nucleus
TMTC2	Cell_membrane
TMUB1	Cell_membrane
TMX1	Cell_membrane
TMX2	Endoplasmic_reticulum
TMX3	Endoplasmic_reticulum
TMX4	Cell_membrane
TNC	Extracellular
TNF	Cell_membrane
TNFAIP2	Cytoplasm
TNFAIP3	Cytoplasm
TNFAIP6	Extracellular
TNFAIP8	Cytoplasm
TNFAIP8L1	Cytoplasm
TNFAIP8L2	Cytoplasm
TNFAIP8L3	Nucleus
TNFRSF10A	Cell_membrane
TNFRSF10C	Cell_membrane
TNFRSF11B	Extracellular
TNFRSF13C	Cell_membrane
TNFRSF14	Cell_membrane
TNFRSF17	Cell_membrane
TNFRSF19	Cell_membrane
TNFRSF21	Cell_membrane
TNFRSF4	Cell_membrane
TNFRSF6B	Extracellular
TNFRSF9	Cell_membrane
TNFSF12	Golgi_apparatus
TNFSF13	Extracellular
TNFSF13B	Cell_membrane
TNFSF14	Endoplasmic_reticulum
TNFSF18	Cell_membrane
TNFSF8	Cell_membrane
TNFSF9	Cell_membrane
TNIK	Cytoplasm
TNIP1	Cytoplasm
TNIP2	Cytoplasm
TNK1	Cytoplasm
TNKS1BP1	Cytoplasm
TNKS2	Cytoplasm
TNN	Extracellular
TNNC1	Cytoplasm
TNNC2	Cytoplasm
TNNI1	Nucleus
TNNI2	Nucleus
TNNI3	Nucleus
TNNI3K	Cytoplasm
TNNT1	Nucleus
TNNT2	Nucleus
TNNT3	Nucleus
TNP1	Nucleus
TNP2	Nucleus
TNPO1	Cytoplasm
TNPO2	Cytoplasm
TNPO3	Cytoplasm
TNR	Extracellular
TNRC18	Nucleus
TNRC6C	Cytoplasm
TNS1	Cytoplasm
TNS2	Nucleus
TNS3	Cytoplasm
TNS4	Cytoplasm
TOB1	Nucleus
TOE1	Nucleus
TOGARAM1	Cytoplasm
TOGARAM2	Cytoplasm
TOLLIP	Cytoplasm
TOM1	Cytoplasm
TOM1L1	Cytoplasm
TOMM20	Mitochondrion
TOMM20L	Mitochondrion
TOMM22	Mitochondrion
TOMM34	Nucleus
TOMM40	Mitochondrion
TOMM40L	Mitochondrion
TOMM6	Mitochondrion
TOMM7	Mitochondrion
TOMM70	Mitochondrion
TONSL	Cytoplasm
TOP1	Nucleus
TOP2A	Nucleus
TOP2B	Nucleus
TOP3A	Nucleus
TOP3B	Cytoplasm
TOPAZ1	Nucleus
TOPBP1	Cytoplasm
TOPORS	Nucleus
TOR1A	Endoplasmic_reticulum
TOR1AIP1	Nucleus
TOR1B	Endoplasmic_reticulum
TOR4A	Nucleus
TOX	Nucleus
TOX2	Nucleus
TOX3	Nucleus
TOX4	Nucleus
TP53	Nucleus
TP53BP1	Nucleus
TP53I11	Endoplasmic_reticulum
TP53I13	Cell_membrane
TP53INP1	Nucleus
TP53INP2	Nucleus
TP53RK	Nucleus
TP53TG5	Nucleus
TP63	Nucleus
TP73	Nucleus
TPBG	Cell_membrane
TPBGL	Cell_membrane
TPCN2	Lysosome/Vacuole
TPD52	Cytoplasm
TPD52L2	Cytoplasm
TPD52L3	Cytoplasm
TPGS1	Nucleus
TPH1	Cytoplasm
TPH2	Cytoplasm
TPI1	Cytoplasm
TPK1	Cytoplasm
TPM2	Golgi_apparatus
TPM4	Golgi_apparatus
TPMT	Cytoplasm
TPP2	Cytoplasm
TPPP	Nucleus
TPPP2	Cytoplasm
TPPP3	Cytoplasm
TPR	Golgi_apparatus
TPRA1	Cell_membrane
TPRG1	Cytoplasm
TPRKB	Cytoplasm
TPRN	Nucleus
TPRX1	Nucleus
TPSAB1	Extracellular
TPSB2	Extracellular
TPSD1	Extracellular
TPST1	Golgi_apparatus
TPST2	Endoplasmic_reticulum
TPT1	Cytoplasm
TPTE	Endoplasmic_reticulum
TRABD2A	Cell_membrane
TRABD2B	Cell_membrane
TRAF1	Cytoplasm
TRAF2	Cytoplasm
TRAF3	Cytoplasm
TRAF3IP1	Nucleus
TRAF4	Nucleus
TRAF5	Cytoplasm
TRAF6	Cytoplasm
TRAF7	Cytoplasm
TRAFD1	Nucleus
TRAIP	Nucleus
TRAK1	Cytoplasm
TRAK2	Cytoplasm
TRAM1	Endoplasmic_reticulum
TRAM1L1	Endoplasmic_reticulum
TRAM2	Endoplasmic_reticulum
TRANK1	Cytoplasm
TRAP1	Mitochondrion
TRAPPC1	Cytoplasm
TRAPPC10	Cytoplasm
TRAPPC11	Cytoplasm
TRAPPC12	Cytoplasm
TRAPPC13	Cytoplasm
TRAPPC2	Cytoplasm
TRAPPC2L	Cytoplasm
TRAPPC3	Cytoplasm
